id,idf
313,3.344048239
314,3.94610823
315,3.94610823
316,3.94610823
317,2.770016971
318,2.904715545
319,3.94610823
320,3.94610823
321,0.982792719
322,3.94610823
323,3.94610823
324,3.16795698
325,3.94610823
326,3.468986976
327,3.16795698
328,3.94610823
329,3.94610823
330,2.991865721
331,3.94610823
332,3.94610823
333,3.344048239
334,3.94610823
335,3.94610823
336,3.94610823
337,3.645078235
338,3.94610823
339,3.94610823
340,3.94610823
341,3.94610823
342,3.645078235
343,3.94610823
344,3.344048239
345,3.043018243
346,3.94610823
347,1.710579784
348,3.94610823
349,3.94610823
350,3.94610823
351,3.645078235
352,3.645078235
353,3.645078235
354,3.94610823
355,3.94610823
356,3.468986976
357,3.94610823
358,3.94610823
359,3.344048239
360,3.94610823
361,3.94610823
362,3.94610823
363,3.16795698
364,3.645078235
365,3.94610823
366,3.94610823
367,3.468986976
368,3.16795698
369,3.645078235
370,3.645078235
371,3.94610823
372,3.645078235
373,3.645078235
374,3.16795698
375,3.94610823
376,3.94610823
377,3.043018243
378,3.94610823
379,2.274010373
380,3.94610823
381,3.94610823
382,3.94610823
383,3.94610823
384,3.94610823
385,3.94610823
386,3.94610823
387,3.645078235
388,3.94610823
389,3.94610823
390,3.94610823
391,3.94610823
392,3.94610823
393,2.866926984
394,2.071046967
395,3.10101019
396,3.94610823
397,2.770016971
398,3.10101019
399,3.94610823
400,3.94610823
401,2.333324374
402,2.715659309
403,3.645078235
404,3.645078235
405,3.344048239
406,3.94610823
407,2.991865721
408,3.645078235
409,3.94610823
410,2.059617505
411,2.60368555
412,3.468986976
413,3.94610823
414,1.963836997
415,3.16795698
416,3.94610823
417,3.344048239
418,3.468986976
419,3.94610823
420,3.645078235
421,3.344048239
422,3.94610823
423,3.10101019
424,3.94610823
425,3.94610823
426,3.94610823
427,3.468986976
428,3.468986976
429,3.94610823
430,3.94610823
431,3.94610823
432,3.94610823
433,3.94610823
434,3.344048239
435,3.94610823
436,3.94610823
437,3.645078235
438,3.94610823
439,3.94610823
440,1.775846515
441,1.767131283
442,3.94610823
443,3.94610823
444,1.621825775
445,2.531134882
446,3.94610823
447,3.94610823
448,2.584380394
449,3.94610823
450,3.94610823
451,3.94610823
452,3.94610823
453,3.94610823
454,3.94610823
455,3.94610823
456,3.468986976
457,3.94610823
458,2.645078235
459,3.94610823
460,3.94610823
461,3.94610823
462,3.94610823
463,3.94610823
464,3.645078235
465,3.645078235
466,2.584380394
467,3.94610823
468,3.94610823
469,3.94610823
470,3.468986976
471,3.645078235
472,3.645078235
473,1.571359884
474,3.94610823
475,3.94610823
476,1.536175107
477,2.866926984
478,3.94610823
479,3.94610823
480,3.16795698
481,2.904715545
482,3.645078235
483,3.94610823
484,3.94610823
485,3.94610823
486,3.94610823
487,3.645078235
488,3.94610823
489,3.94610823
490,3.468986976
491,3.645078235
492,3.94610823
493,2.991865721
494,3.468986976
495,2.832164878
496,3.645078235
497,3.94610823
498,3.94610823
499,2.355043623
500,1.623888936
501,2.904715545
502,2.468986976
503,3.16795698
504,3.94610823
505,3.94610823
506,3.94610823
507,3.94610823
508,3.94610823
509,2.866926984
510,3.94610823
511,3.645078235
512,3.94610823
513,3.94610823
514,3.94610823
515,3.645078235
516,3.94610823
517,1.642912173
518,3.94610823
519,3.94610823
520,3.645078235
521,3.94610823
522,3.16795698
523,3.468986976
524,3.94610823
525,3.94610823
526,3.247138226
527,3.10101019
528,3.468986976
529,3.94610823
530,3.94610823
531,3.94610823
532,3.94610823
533,3.94610823
534,3.94610823
535,3.94610823
536,3.94610823
537,3.94610823
538,3.94610823
539,3.645078235
540,3.94610823
541,3.344048239
542,3.94610823
543,3.94610823
544,3.94610823
545,3.94610823
546,3.344048239
547,2.427594291
548,3.94610823
549,3.94610823
550,3.94610823
551,3.94610823
552,3.94610823
553,3.468986976
554,3.94610823
555,3.94610823
556,3.94610823
557,3.10101019
558,3.94610823
559,2.584380394
560,3.645078235
561,3.94610823
562,3.94610823
563,3.247138226
564,3.247138226
565,3.645078235
566,3.94610823
567,3.94610823
568,3.645078235
569,3.94610823
570,3.94610823
571,3.94610823
572,3.468986976
573,3.94610823
574,3.645078235
575,3.645078235
576,3.645078235
577,3.94610823
578,3.94610823
579,3.94610823
580,3.94610823
581,3.043018243
582,3.247138226
583,3.468986976
584,3.645078235
585,3.94610823
586,3.94610823
587,3.94610823
588,3.645078235
589,3.94610823
590,3.94610823
591,3.94610823
592,3.10101019
593,3.94610823
594,2.548168222
595,3.94610823
596,3.247138226
597,2.048481139
598,3.94610823
599,3.344048239
600,3.94610823
601,3.94610823
602,1.617728627
603,3.94610823
604,3.94610823
605,3.645078235
606,3.94610823
607,2.715659309
608,2.741988248
609,3.94610823
610,3.94610823
611,3.645078235
612,1.521226594
613,3.645078235
614,3.94610823
615,3.94610823
616,3.94610823
617,3.94610823
618,3.94610823
619,3.94610823
620,3.94610823
621,3.94610823
622,3.10101019
623,2.021828944
624,3.94610823
625,3.94610823
626,3.94610823
627,2.991865721
628,3.94610823
629,3.344048239
630,3.10101019
631,3.94610823
632,3.94610823
633,3.94610823
634,3.043018243
635,3.94610823
636,3.94610823
637,3.94610823
638,3.344048239
639,3.10101019
640,2.799980195
641,3.94610823
642,1.564091188
643,3.94610823
644,3.645078235
645,3.645078235
646,3.94610823
647,3.468986976
648,3.94610823
649,3.94610823
650,3.468986976
651,3.94610823
652,3.94610823
653,3.94610823
654,3.94610823
655,2.016689305
656,3.94610823
657,1.744711106
658,3.94610823
659,3.468986976
660,3.94610823
661,3.94610823
662,3.94610823
663,3.94610823
664,3.94610823
665,3.645078235
666,3.94610823
667,3.94610823
668,3.94610823
669,3.94610823
670,3.468986976
671,3.94610823
672,3.645078235
673,3.10101019
674,3.94610823
675,2.770016971
676,2.741988248
677,3.94610823
678,3.94610823
679,3.94610823
680,3.645078235
681,3.94610823
682,3.94610823
683,3.94610823
684,3.468986976
685,3.344048239
686,2.991865721
687,2.623888936
688,3.94610823
689,3.94610823
690,3.94610823
691,2.94610823
692,3.94610823
693,3.94610823
694,2.355043623
695,3.94610823
696,3.645078235
697,3.645078235
698,3.344048239
699,3.645078235
700,3.94610823
701,3.645078235
702,3.94610823
703,3.10101019
704,3.468986976
705,3.94610823
706,3.344048239
707,3.043018243
708,3.94610823
709,3.94610823
710,3.94610823
711,3.94610823
712,3.94610823
713,3.344048239
714,3.94610823
715,2.741988248
716,1.972980377
717,2.904715545
718,3.468986976
719,3.645078235
720,3.94610823
721,3.94610823
722,3.645078235
723,2.991865721
724,3.94610823
725,3.94610823
726,1.658306501
727,2.715659309
728,3.344048239
729,3.94610823
730,2.076876511
731,3.94610823
732,3.94610823
733,2.991865721
734,3.94610823
735,2.832164878
736,3.645078235
737,3.94610823
738,3.468986976
739,3.247138226
740,3.247138226
741,3.645078235
742,3.94610823
743,3.468986976
744,3.94610823
745,2.059617505
746,2.645078235
747,3.645078235
748,3.94610823
749,3.645078235
750,3.94610823
751,3.94610823
752,3.94610823
753,3.94610823
754,3.468986976
755,3.94610823
756,2.690835725
757,3.344048239
758,3.94610823
759,1.419768953
760,3.94610823
761,3.94610823
762,3.645078235
763,3.94610823
764,2.667354629
765,3.94610823
766,3.94610823
767,3.645078235
768,3.645078235
769,2.770016971
770,3.94610823
771,3.94610823
772,3.645078235
773,3.94610823
774,3.94610823
775,3.94610823
776,3.94610823
777,3.94610823
778,3.344048239
779,3.645078235
780,3.94610823
781,2.770016971
782,3.468986976
783,3.94610823
784,3.94610823
785,3.94610823
786,2.991865721
787,3.468986976
788,3.645078235
789,3.10101019
790,3.16795698
791,3.94610823
792,3.645078235
793,3.94610823
794,3.94610823
795,3.94610823
796,3.94610823
797,3.94610823
798,3.94610823
799,3.247138226
800,3.94610823
801,2.715659309
802,3.94610823
803,2.799980195
804,3.94610823
805,3.94610823
806,3.94610823
807,3.94610823
808,2.991865721
809,3.645078235
810,3.94610823
811,3.645078235
812,2.991865721
813,1.281466255
814,3.94610823
815,3.468986976
816,3.94610823
817,2.059617505
818,3.94610823
819,3.94610823
820,3.94610823
821,3.468986976
822,3.94610823
823,3.645078235
824,3.468986976
825,3.645078235
826,3.94610823
827,3.94610823
828,2.866926984
829,3.94610823
830,3.645078235
831,3.94610823
832,1.576892373
833,3.94610823
834,3.94610823
835,3.94610823
836,3.94610823
837,1.908681732
838,3.94610823
839,3.94610823
840,2.94610823
841,3.344048239
842,3.344048239
843,3.94610823
844,3.94610823
845,3.468986976
846,3.645078235
847,3.645078235
848,3.94610823
849,3.94610823
850,3.94610823
851,3.94610823
852,3.043018243
853,3.94610823
854,3.94610823
855,3.94610823
856,3.468986976
857,3.645078235
858,3.94610823
859,3.10101019
860,3.645078235
861,3.94610823
862,3.94610823
863,3.94610823
864,2.94610823
865,2.770016971
866,2.94610823
867,3.344048239
868,3.645078235
869,3.94610823
870,3.94610823
871,3.94610823
872,3.645078235
873,1.576892373
874,3.94610823
875,3.344048239
876,3.94610823
877,3.645078235
878,3.10101019
879,3.468986976
880,3.94610823
881,3.247138226
882,1.959336496
883,3.16795698
884,3.94610823
885,3.645078235
886,1.662807002
887,3.94610823
888,3.344048239
889,2.088775734
890,3.94610823
891,3.94610823
892,3.94610823
893,2.832164878
894,3.94610823
895,3.94610823
896,3.94610823
897,3.16795698
898,3.645078235
899,2.440958252
900,3.344048239
901,3.94610823
902,3.344048239
903,2.94610823
904,3.468986976
905,2.645078235
906,3.344048239
907,3.344048239
908,3.94610823
909,3.16795698
910,3.645078235
911,3.94610823
912,3.94610823
913,3.94610823
914,3.94610823
915,3.94610823
916,2.333324374
917,3.94610823
918,3.94610823
919,3.94610823
920,3.94610823
921,3.10101019
922,3.94610823
923,3.645078235
924,3.94610823
925,3.94610823
926,3.94610823
927,3.10101019
928,3.468986976
929,3.10101019
930,3.645078235
931,3.645078235
932,3.645078235
933,1.904715545
934,2.991865721
935,3.645078235
936,3.247138226
937,3.94610823
938,2.344048239
939,3.94610823
940,3.645078235
941,3.94610823
942,1.866926984
943,3.94610823
944,3.94610823
945,3.468986976
946,3.247138226
947,3.94610823
948,3.94610823
949,3.94610823
950,2.483710233
951,3.94610823
952,3.94610823
953,3.645078235
954,3.247138226
955,3.94610823
956,3.94610823
957,3.344048239
958,3.94610823
959,3.94610823
960,3.16795698
961,2.94610823
962,3.94610823
963,3.94610823
964,3.94610823
965,2.866926984
966,3.94610823
967,3.94610823
968,3.645078235
969,1.674266624
970,3.043018243
971,3.94610823
972,3.94610823
973,3.94610823
974,1.601715957
975,3.94610823
976,3.94610823
977,3.10101019
978,3.94610823
979,3.94610823
980,3.94610823
981,3.468986976
982,3.94610823
983,3.94610823
984,3.94610823
985,2.146767681
986,3.94610823
987,3.94610823
988,3.468986976
989,3.645078235
990,3.94610823
991,3.94610823
992,3.468986976
993,3.645078235
994,3.94610823
995,3.94610823
996,3.94610823
997,3.645078235
998,3.94610823
999,3.94610823
1000,3.94610823
1001,3.94610823
1002,3.645078235
1003,2.715659309
1004,3.645078235
1005,2.514744466
1006,3.94610823
1007,3.344048239
1008,3.94610823
1009,3.94610823
1010,3.645078235
1011,3.645078235
1012,3.94610823
1013,3.94610823
1014,3.94610823
1015,3.94610823
1016,3.645078235
1017,3.94610823
1018,3.94610823
1019,2.221832361
1020,3.94610823
1021,3.468986976
1022,3.645078235
1023,2.904715545
1024,3.94610823
1025,3.94610823
1026,3.247138226
1027,3.94610823
1028,3.94610823
1029,2.904715545
1030,3.94610823
1031,3.645078235
1032,3.344048239
1033,3.10101019
1034,3.94610823
1035,3.94610823
1036,3.94610823
1037,3.645078235
1038,3.94610823
1039,3.468986976
1040,3.94610823
1041,3.94610823
1042,3.94610823
1043,3.94610823
1044,2.904715545
1045,2.623888936
1046,3.94610823
1047,3.94610823
1048,3.468986976
1049,3.94610823
1050,3.94610823
1051,2.866926984
1052,3.043018243
1053,3.468986976
1054,3.94610823
1055,3.94610823
1056,3.94610823
1057,3.94610823
1058,3.94610823
1059,3.94610823
1060,3.94610823
1061,3.94610823
1062,3.468986976
1063,3.94610823
1064,3.043018243
1065,1.414629313
1066,3.16795698
1067,3.16795698
1068,3.10101019
1069,3.94610823
1070,1.342963858
1071,3.94610823
1072,3.94610823
1073,3.94610823
1074,3.94610823
1075,2.866926984
1076,3.94610823
1077,3.94610823
1078,3.94610823
1079,3.468986976
1080,3.94610823
1081,3.94610823
1082,3.94610823
1083,3.645078235
1084,3.468986976
1085,3.94610823
1086,3.94610823
1087,3.247138226
1088,3.344048239
1089,3.94610823
1090,3.16795698
1091,2.904715545
1092,3.645078235
1093,3.94610823
1094,3.94610823
1095,3.645078235
1096,3.247138226
1097,3.94610823
1098,3.94610823
1099,3.94610823
1100,2.832164878
1101,2.667354629
1102,3.94610823
1103,3.94610823
1104,3.94610823
1105,3.94610823
1106,3.94610823
1107,3.94610823
1108,3.043018243
1109,3.645078235
1110,3.468986976
1111,2.440958252
1112,3.94610823
1113,3.645078235
1114,3.94610823
1115,3.94610823
1116,3.247138226
1117,3.94610823
1118,3.645078235
1119,3.468986976
1120,3.94610823
1121,3.94610823
1122,3.344048239
1123,3.94610823
1124,2.213714471
1125,3.344048239
1126,3.645078235
1127,3.94610823
1128,3.94610823
1129,2.832164878
1130,3.645078235
1131,3.344048239
1132,3.94610823
1133,3.94610823
1134,2.94610823
1135,3.247138226
1136,3.645078235
1137,3.645078235
1138,3.94610823
1139,3.94610823
1140,3.94610823
1141,3.94610823
1142,3.94610823
1143,3.94610823
1144,3.94610823
1145,3.468986976
1146,3.94610823
1147,3.94610823
1148,3.94610823
1149,2.866926984
1150,3.468986976
1151,3.94610823
1152,3.344048239
1153,2.715659309
1154,2.94610823
1155,3.94610823
1156,3.344048239
1157,3.94610823
1158,3.94610823
1159,3.94610823
1160,2.832164878
1161,3.94610823
1162,3.94610823
1163,3.94610823
1164,3.10101019
1165,3.94610823
1166,3.645078235
1167,2.094849882
1168,3.16795698
1169,3.645078235
1170,3.94610823
1171,3.94610823
1172,3.94610823
1173,3.94610823
1174,1.434224869
1175,3.94610823
1176,3.94610823
1177,3.344048239
1178,3.94610823
1179,3.94610823
1180,3.94610823
1181,3.94610823
1182,3.94610823
1183,3.247138226
1184,3.94610823
1185,3.344048239
1186,3.468986976
1187,3.94610823
1188,3.94610823
1189,3.94610823
1190,3.94610823
1191,3.94610823
1192,3.645078235
1193,2.312639775
1194,3.94610823
1195,3.645078235
1196,3.94610823
1197,2.498950199
1198,3.94610823
1199,2.584380394
1200,3.94610823
1201,3.94610823
1202,3.94610823
1203,3.94610823
1204,3.94610823
1205,3.10101019
1206,3.468986976
1207,3.94610823
1208,3.645078235
1209,3.94610823
1210,2.238538054
1211,2.60368555
1212,3.94610823
1213,1.571359884
1214,3.94610823
1215,3.468986976
1216,2.190233375
1217,3.94610823
1218,3.94610823
1219,3.94610823
1220,3.94610823
1221,3.468986976
1222,3.645078235
1223,3.94610823
1224,3.468986976
1225,3.645078235
1226,3.645078235
1227,3.94610823
1228,3.645078235
1229,2.715659309
1230,3.645078235
1231,3.94610823
1232,3.94610823
1233,3.645078235
1234,3.94610823
1235,3.94610823
1236,1.88541039
1237,3.645078235
1238,2.548168222
1239,3.94610823
1240,2.548168222
1241,3.94610823
1242,3.94610823
1243,3.94610823
1244,3.94610823
1245,3.94610823
1246,3.94610823
1247,3.94610823
1248,3.645078235
1249,3.94610823
1250,3.94610823
1251,3.94610823
1252,3.94610823
1253,3.94610823
1254,3.94610823
1255,3.94610823
1256,2.94610823
1257,3.94610823
1258,3.043018243
1259,3.94610823
1260,3.94610823
1261,3.16795698
1262,3.94610823
1263,3.94610823
1264,3.94610823
1265,2.645078235
1266,2.832164878
1267,3.94610823
1268,3.94610823
1269,3.10101019
1270,3.645078235
1271,3.468986976
1272,3.94610823
1273,3.344048239
1274,3.94610823
1275,3.94610823
1276,3.468986976
1277,3.645078235
1278,3.94610823
1279,3.94610823
1280,2.094849882
1281,2.770016971
1282,3.247138226
1283,3.468986976
1284,3.468986976
1285,2.904715545
1286,3.468986976
1287,3.344048239
1288,3.94610823
1289,3.94610823
1290,3.94610823
1291,3.94610823
1292,3.94610823
1293,3.94610823
1294,3.94610823
1295,3.94610823
1296,3.16795698
1297,3.94610823
1298,3.94610823
1299,2.623888936
1300,3.94610823
1301,3.94610823
1302,3.94610823
1303,3.94610823
1304,3.645078235
1305,3.10101019
1306,2.440958252
1307,3.645078235
1308,2.355043623
1309,3.645078235
1310,3.94610823
1311,3.94610823
1312,3.645078235
1313,3.94610823
1314,3.94610823
1315,3.94610823
1316,3.94610823
1317,3.645078235
1318,3.247138226
1319,3.344048239
1320,3.94610823
1321,2.866926984
1322,3.645078235
1323,3.645078235
1324,3.94610823
1325,3.94610823
1326,1.950473036
1327,3.645078235
1328,3.94610823
1329,3.94610823
1330,3.94610823
1331,3.247138226
1332,3.94610823
1333,1.832164878
1334,2.715659309
1335,3.645078235
1336,3.94610823
1337,3.94610823
1338,3.94610823
1339,3.94610823
1340,2.799980195
1341,2.645078235
1342,3.94610823
1343,2.565896989
1344,3.94610823
1345,2.60368555
1346,3.94610823
1347,3.94610823
1348,3.94610823
1349,3.94610823
1350,3.94610823
1351,3.94610823
1352,3.16795698
1353,3.645078235
1354,3.94610823
1355,3.94610823
1356,3.94610823
1357,1.519596969
1358,3.94610823
1359,3.94610823
1360,3.247138226
1361,1.251503032
1362,2.427594291
1363,3.94610823
1364,1.660550921
1365,3.94610823
1366,3.645078235
1367,3.94610823
1368,1.83551852
1369,3.247138226
1370,3.94610823
1371,3.94610823
1372,3.94610823
1373,2.866926984
1374,3.10101019
1375,3.94610823
1376,3.645078235
1377,3.247138226
1378,2.770016971
1379,3.94610823
1380,3.645078235
1381,3.645078235
1382,3.94610823
1383,3.94610823
1384,3.94610823
1385,3.94610823
1386,3.645078235
1387,3.94610823
1388,3.94610823
1389,1.658306501
1390,3.94610823
1391,3.94610823
1392,3.344048239
1393,3.94610823
1394,3.94610823
1395,3.645078235
1396,3.247138226
1397,3.94610823
1398,3.16795698
1399,3.645078235
1400,3.94610823
1401,3.94610823
1402,3.94610823
1403,3.468986976
1404,3.16795698
1405,2.690835725
1406,3.468986976
1407,3.94610823
1408,2.94610823
1409,3.94610823
1410,3.16795698
1411,3.468986976
1412,3.10101019
1413,3.16795698
1414,3.94610823
1415,2.94610823
1416,3.94610823
1417,1.60368555
1418,3.94610823
1419,3.247138226
1420,3.94610823
1421,3.94610823
1422,3.10101019
1423,3.94610823
1424,3.94610823
1425,3.94610823
1426,3.94610823
1427,3.468986976
1428,2.991865721
1429,3.247138226
1430,3.94610823
1431,3.645078235
1432,3.468986976
1433,3.94610823
1434,3.468986976
1435,3.94610823
1436,3.468986976
1437,2.94610823
1438,2.238538054
1439,3.94610823
1440,3.94610823
1441,3.94610823
1442,3.94610823
1443,2.584380394
1444,3.94610823
1445,2.991865721
1446,3.468986976
1447,3.94610823
1448,3.94610823
1449,3.94610823
1450,3.94610823
1451,3.94610823
1452,3.94610823
1453,3.94610823
1454,2.292895717
1455,3.94610823
1456,3.94610823
1457,3.94610823
1458,3.94610823
1459,3.94610823
1460,3.94610823
1461,2.584380394
1462,3.94610823
1463,2.468986976
1464,3.94610823
1465,3.10101019
1466,3.94610823
1467,3.94610823
1468,3.94610823
1469,3.94610823
1470,3.94610823
1471,1.900785252
1472,3.645078235
1473,3.645078235
1474,3.645078235
1475,3.94610823
1476,3.468986976
1477,3.94610823
1478,3.94610823
1479,3.468986976
1480,3.043018243
1481,3.94610823
1482,3.10101019
1483,3.94610823
1484,3.16795698
1485,3.94610823
1486,3.468986976
1487,3.645078235
1488,3.94610823
1489,3.94610823
1490,3.94610823
1491,3.468986976
1492,3.94610823
1493,2.565896989
1494,3.16795698
1495,3.94610823
1496,3.94610823
1497,3.94610823
1498,2.402040186
1499,3.94610823
1500,2.991865721
1501,3.94610823
1502,3.247138226
1503,3.94610823
1504,3.94610823
1505,3.94610823
1506,3.94610823
1507,3.94610823
1508,3.94610823
1509,3.645078235
1510,2.264866993
1511,1.852686545
1512,3.94610823
1513,3.94610823
1514,3.468986976
1515,2.366324634
1516,3.94610823
1517,0.975761354
1518,3.94610823
1519,3.468986976
1520,2.283350399
1521,3.94610823
1522,2.221832361
1523,3.94610823
1524,2.454746537
1525,3.10101019
1526,3.94610823
1527,3.94610823
1528,2.623888936
1529,3.94610823
1530,3.94610823
1531,3.94610823
1532,3.94610823
1533,1.912684475
1534,3.94610823
1535,3.94610823
1536,2.238538054
1537,3.94610823
1538,3.94610823
1539,3.94610823
1540,3.645078235
1541,3.645078235
1542,3.94610823
1543,3.94610823
1544,3.645078235
1545,3.94610823
1546,2.770016971
1547,3.94610823
1548,1.457557514
1549,3.247138226
1550,3.94610823
1551,3.94610823
1552,3.94610823
1553,3.94610823
1554,3.468986976
1555,3.344048239
1556,3.94610823
1557,3.344048239
1558,3.10101019
1559,3.94610823
1560,3.10101019
1561,3.468986976
1562,3.94610823
1563,2.866926984
1564,3.043018243
1565,2.213714471
1566,3.94610823
1567,3.94610823
1568,3.94610823
1569,3.94610823
1570,3.94610823
1571,3.94610823
1572,3.16795698
1573,3.94610823
1574,3.468986976
1575,3.16795698
1576,3.94610823
1577,3.94610823
1578,3.043018243
1579,3.94610823
1580,3.344048239
1581,3.645078235
1582,2.770016971
1583,3.468986976
1584,3.94610823
1585,2.991865721
1586,3.94610823
1587,3.94610823
1588,2.904715545
1589,3.94610823
1590,3.94610823
1591,3.645078235
1592,3.468986976
1593,3.94610823
1594,2.076876511
1595,3.94610823
1596,2.38980573
1597,3.94610823
1598,3.94610823
1599,3.94610823
1600,3.645078235
1601,3.94610823
1602,3.16795698
1603,3.94610823
1604,3.94610823
1605,2.991865721
1606,3.94610823
1607,3.94610823
1608,3.645078235
1609,3.94610823
1610,3.468986976
1611,3.94610823
1612,3.94610823
1613,3.94610823
1614,3.645078235
1615,3.94610823
1616,3.94610823
1617,3.344048239
1618,3.94610823
1619,2.440958252
1620,3.344048239
1621,3.94610823
1622,3.94610823
1623,3.247138226
1624,2.60368555
1625,2.548168222
1626,1.178952364
1627,3.94610823
1628,3.94610823
1629,3.94610823
1630,3.94610823
1631,3.645078235
1632,3.645078235
1633,3.94610823
1634,3.94610823
1635,3.94610823
1636,3.94610823
1637,3.94610823
1638,3.94610823
1639,3.94610823
1640,3.344048239
1641,3.94610823
1642,3.94610823
1643,3.94610823
1644,3.645078235
1645,3.16795698
1646,3.043018243
1647,3.645078235
1648,2.126564295
1649,3.94610823
1650,3.94610823
1651,3.645078235
1652,3.94610823
1653,3.94610823
1654,3.645078235
1655,3.10101019
1656,3.94610823
1657,3.94610823
1658,3.645078235
1659,3.94610823
1660,1.806229144
1661,3.94610823
1662,2.584380394
1663,3.94610823
